specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specelt_no,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
18715,spm,,280868,0,26793,BMNH R196,,,,radius,,1,table,,,Iguanodon,genus,38749,,Iguanodon,genus,38749,132.6,119.5,12623,-1.383333,50.633331,UK,England,Isle of Wight,based on nearby landmark,minutes,small collection,"Brixton (now Brighstone) Bay, near Cowleaze Chine and Barnes Chine, SW shore, Isle of Wight"
18716,spm,,280868,0,26793,BMNH R196,,,,femur,,1,table,,no minimum width,Iguanodon,genus,38749,,Iguanodon,genus,38749,132.6,119.5,12623,-1.383333,50.633331,UK,England,Isle of Wight,based on nearby landmark,minutes,small collection,"Brixton (now Brighstone) Bay, near Cowleaze Chine and Barnes Chine, SW shore, Isle of Wight"
18717,spm,,280868,0,26793,BMNH R196,,,,tibia,,1,table,,no minimum width; length placed in quotes,Iguanodon,genus,38749,,Iguanodon,genus,38749,132.6,119.5,12623,-1.383333,50.633331,UK,England,Isle of Wight,based on nearby landmark,minutes,small collection,"Brixton (now Brighstone) Bay, near Cowleaze Chine and Barnes Chine, SW shore, Isle of Wight"
18718,spm,,367440,0,34747,PU 18133,,,,femur,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-108.873199,44.949902,US,Wyoming,Park,stated in text,4,small collection,"near middle of SE 1/4, NW 1/4, SW 1/4, sec. 1, T57N, R100W, Park Co., Wyoming. Approx. 13.7 km (8.4 mi.) NW of ""Dumbbell Hill"" and nearly 23 km (14 mi.) NW of Powell."
18719,spm,,367440,0,34747,PU 18133,,,,tibia,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-108.873199,44.949902,US,Wyoming,Park,stated in text,4,small collection,"near middle of SE 1/4, NW 1/4, SW 1/4, sec. 1, T57N, R100W, Park Co., Wyoming. Approx. 13.7 km (8.4 mi.) NW of ""Dumbbell Hill"" and nearly 23 km (14 mi.) NW of Powell."
18720,spm,,604289,0,64353,NMC 8887,,,,femur,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18721,spm,,604289,0,64353,NMC 8887,,,,tibia,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18722,spm,,604289,0,64353,NMC 8887,,,,fibula,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18723,spm,,604289,0,64353,NMC 8888,,,,femur,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18724,spm,,604289,0,64353,NMC 8888,,,,tibia,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18725,spm,,604289,0,64353,NMC 8888,,,,fibula,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18726,spm,,604289,0,64353,NMC 8889,,,,femur,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18727,spm,,604289,0,64353,NMC 8889,,,,tibia,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18728,spm,,604289,0,64353,NMC 8889,,,,fibula,,1,table,,,Leptoceratops gracilis,species,52827,,Leptoceratops gracilis,species,52827,72.1,66,9234,-113.005203,52.081001,CA,Alberta,,stated in text,3,outcrop,"NE corner of sec 12, T36, R22, W 4th meridian; about 13.5 mi NE of Elnora, Alberta and 14 mi N of type locality for Leptoceratops; Red Deer River valley; directly over Campkin's coal mine"
18729,spm,,534238,33694,55266,Amer. Mus. No. 5464,holotype,,,femur,,1,table,,,Leptoceratops cerorhynchus,species,52829,recombined as,Montanoceratops cerorhynchus,species,52829,72.1,66,14769,-112.735832,48.858055,US,Montana,Glacier,based on nearby landmark,seconds,small collection,"3 mi W of Buffalo Lake, MT, 45 mi W of Sweet Grass, on Blackfeet Indian Reservation"
18730,spm,,534238,33694,55266,Amer. Mus. No. 5464,holotype,,,tibia,,1,table,,,Leptoceratops cerorhynchus,species,52829,recombined as,Montanoceratops cerorhynchus,species,52829,72.1,66,14769,-112.735832,48.858055,US,Montana,Glacier,based on nearby landmark,seconds,small collection,"3 mi W of Buffalo Lake, MT, 45 mi W of Sweet Grass, on Blackfeet Indian Reservation"
18731,spm,,534238,33694,55266,Amer. Mus. No. 5464,holotype,,,fibula,,1,table,,,Leptoceratops cerorhynchus,species,52829,recombined as,Montanoceratops cerorhynchus,species,52829,72.1,66,14769,-112.735832,48.858055,US,Montana,Glacier,based on nearby landmark,seconds,small collection,"3 mi W of Buffalo Lake, MT, 45 mi W of Sweet Grass, on Blackfeet Indian Reservation"
18732,spm,,604789,0,64436,AMNH 5272,,,,ulna,,1,table,,,Hypacrosaurus altispinus,species,56406,,Hypacrosaurus altispinus,species,56406,83.6,66,9647,-112.958298,51.746399,CA,Alberta,,stated in text,4,small collection,"16 mi below Tolman Ferry, Red Deer River, 70 ft above river"
18733,spm,,604789,0,64436,AMNH 5272,,,,femur,,1,table,,,Hypacrosaurus altispinus,species,56406,,Hypacrosaurus altispinus,species,56406,83.6,66,9647,-112.958298,51.746399,CA,Alberta,,stated in text,4,small collection,"16 mi below Tolman Ferry, Red Deer River, 70 ft above river"
18734,spm,,604789,0,64436,AMNH 5272,,,,tibia,,1,table,,,Hypacrosaurus altispinus,species,56406,,Hypacrosaurus altispinus,species,56406,83.6,66,9647,-112.958298,51.746399,CA,Alberta,,stated in text,4,small collection,"16 mi below Tolman Ferry, Red Deer River, 70 ft above river"
18735,spm,,604789,0,64436,AMNH 5272,,,,fibula,,1,table,,this is the measure of Metatarsal III,Hypacrosaurus altispinus,species,56406,,Hypacrosaurus altispinus,species,56406,83.6,66,9647,-112.958298,51.746399,CA,Alberta,,stated in text,4,small collection,"16 mi below Tolman Ferry, Red Deer River, 70 ft above river"
18736,spm,,535202,13698,55386,USNM 7948 ,,,,ulna,,1,table,,,Lambeosaurinae,subfamily,53394,,Lambeosaurinae,subfamily,53394,83.6,72.1,14881,-112.642403,48.935501,US,Montana,Glacier,based on nearby landmark,4,small collection,"NW 1/4, Sec. 27, T37N, R8W. S side of Milk River, Blackfeet Indian Reservation, formery Teton Co."
18737,spm,,535202,13698,55386,USNM 7948 ,,,,femur,,1,table,,,Lambeosaurinae,subfamily,53394,,Lambeosaurinae,subfamily,53394,83.6,72.1,14881,-112.642403,48.935501,US,Montana,Glacier,based on nearby landmark,4,small collection,"NW 1/4, Sec. 27, T37N, R8W. S side of Milk River, Blackfeet Indian Reservation, formery Teton Co."
18738,spm,,535202,13698,55386,USNM 7948 ,,,,tibia,,1,table,,,Lambeosaurinae,subfamily,53394,,Lambeosaurinae,subfamily,53394,83.6,72.1,14881,-112.642403,48.935501,US,Montana,Glacier,based on nearby landmark,4,small collection,"NW 1/4, Sec. 27, T37N, R8W. S side of Milk River, Blackfeet Indian Reservation, formery Teton Co."
18739,spm,,535202,13698,55386,USNM 7948 ,,,,fibula,,1,table,,,Lambeosaurinae,subfamily,53394,,Lambeosaurinae,subfamily,53394,83.6,72.1,14881,-112.642403,48.935501,US,Montana,Glacier,based on nearby landmark,4,small collection,"NW 1/4, Sec. 27, T37N, R8W. S side of Milk River, Blackfeet Indian Reservation, formery Teton Co."
18740,spm,,408082,0,28366,USNM 4934,holotype,,right,scapula,,1,table,,,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18741,spm,,408082,0,28366,USNM 4934,holotype,,both,humerus,,1,table,,mean of left and right,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18742,spm,,408082,0,28366,USNM 4934,holotype,,right,ulna,,1,table,,,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18743,spm,,408082,0,28366,USNM 4934,holotype,,right,radius,,1,table,,,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18744,spm,,408082,0,28366,USNM 4934,holotype,,right,femur,,1,table,,,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18745,spm,,408082,0,28366,USNM 4934,holotype,,right,tibia,,1,table,,,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18746,spm,,408082,0,28366,USNM 4934,holotype,,right,fibula,,1,table,,,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18747,spm,,408082,0,28366,USNM 4929,,,left,scapula,,1,table,,,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18748,spm,,408082,0,28366,USNM 4929,,,both,humerus,,1,table,,mean of left and right,Stegosaurus stenops,species,56491,,Stegosaurus stenops,species,56491,152.2,146.3,12769,-105.224701,38.539501,US,Colorado,Fremont,stated in text,4,small collection,"11 km N of Cañon City, Colorado. NE 1/4 of SE 1/4 of sec. 28, T17S, R70W. S end of Garden Park. Site above a cliff on N side of arroyo feeding into Four Mile (= Oil) Creek (main drainage for Garden Park)."
18749,spm,,650180,32681,70276,MNA Pl.1762,,,,tibia,,1,table,,,Ornithomimus,genus,38544,,Ornithomimus,genus,38544,83.6,72.1,23593,-111.856903,37.631302,US,Utah,,stated in text,4,small collection,"Paria River Amphitheater, ""The Blues""; NW corner, sec 36, T36S, R1W; Upper Valley, Utah Quadrangle"
18750,spm,,248075,19747,14437,ANSP 15800,holotype,,,scapula,,1,table,,,Avaceratops lammersi,species,55539,,Avaceratops lammersi,species,55539,83.6,72.1,25472,-109.410004,46.459999,US,Montana,Wheatland,based on political unit,2,small collection,"on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R."
18751,spm,,248075,19747,14437,ANSP 15800,holotype,,,coracoid,,1,table,,,Avaceratops lammersi,species,55539,,Avaceratops lammersi,species,55539,83.6,72.1,25472,-109.410004,46.459999,US,Montana,Wheatland,based on political unit,2,small collection,"on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R."
18752,spm,,248075,19747,14437,ANSP 15800,holotype,,,humerus,,1,table,,,Avaceratops lammersi,species,55539,,Avaceratops lammersi,species,55539,83.6,72.1,25472,-109.410004,46.459999,US,Montana,Wheatland,based on political unit,2,small collection,"on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R."
18753,spm,,248075,19747,14437,ANSP 15800,holotype,,,ulna,,1,table,,,Avaceratops lammersi,species,55539,,Avaceratops lammersi,species,55539,83.6,72.1,25472,-109.410004,46.459999,US,Montana,Wheatland,based on political unit,2,small collection,"on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R."
18754,spm,,248075,19747,14437,ANSP 15800,holotype,,,radius,,1,table,,,Avaceratops lammersi,species,55539,,Avaceratops lammersi,species,55539,83.6,72.1,25472,-109.410004,46.459999,US,Montana,Wheatland,based on political unit,2,small collection,"on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R."
18755,spm,,248075,19747,14437,ANSP 15800,holotype,,,femur,,1,table,,,Avaceratops lammersi,species,55539,,Avaceratops lammersi,species,55539,83.6,72.1,25472,-109.410004,46.459999,US,Montana,Wheatland,based on political unit,2,small collection,"on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R."
18756,spm,,248075,19747,14437,ANSP 15800,holotype,,,tibia,,1,table,,,Avaceratops lammersi,species,55539,,Avaceratops lammersi,species,55539,83.6,72.1,25472,-109.410004,46.459999,US,Montana,Wheatland,based on political unit,2,small collection,"on Careless Creek Ranch (owned by Lammers family), near Shawmut, Wheatland Co., about 150 km NW of Billings and 160 km S of Leidy-Cope localities on Missouri R."
18757,spm,,496308,0,50083,USNM 7950,,,,ulna,,1,table,,,Brachyceratops montanensis,species,63895,nomen dubium,Centrosaurinae,subfamily,53953,83.6,72.1,25472,-112.664398,48.9646,US,Montana,Glacier,stated in text,4,small collection,"originally Teton Co.; NE 1/4, sec 16, T37N, R8W; Blackfeet Indian Reservation; near the Canadian boundary, about 30 (or 35) mi NW of Cut Bank, along the Milk River"
18758,spm,,496308,0,50083,USNM 7950,,,,femur,,1,table,,,Brachyceratops montanensis,species,63895,nomen dubium,Centrosaurinae,subfamily,53953,83.6,72.1,25472,-112.664398,48.9646,US,Montana,Glacier,stated in text,4,small collection,"originally Teton Co.; NE 1/4, sec 16, T37N, R8W; Blackfeet Indian Reservation; near the Canadian boundary, about 30 (or 35) mi NW of Cut Bank, along the Milk River"
18759,spm,,496308,0,50083,USNM 7950,,,,tibia,,1,table,,,Brachyceratops montanensis,species,63895,nomen dubium,Centrosaurinae,subfamily,53953,83.6,72.1,25472,-112.664398,48.9646,US,Montana,Glacier,stated in text,4,small collection,"originally Teton Co.; NE 1/4, sec 16, T37N, R8W; Blackfeet Indian Reservation; near the Canadian boundary, about 30 (or 35) mi NW of Cut Bank, along the Milk River"
18760,spm,,229342,0,22709,,,,,humerus,,8,table,,,Chasmosaurus mariscalensis,species,52772,recombined as,Agujaceratops mariscalensis,species,52772,83.6,72.1,14107,-103.196945,29.138056,US,Texas,Brewster,stated in text,seconds,small collection,"NW flank of Talley Mtn., S side of Glenn Spring/Castalon Road NE of where it crosses Fresno Creek"
